gradyear,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,dance,band,marching,music,rock,hair,dress,blonde,clusters,cluster
2007,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,38,0,0,0,0,0,0,0,0,0,0,0,15,9,5,0,0,0,0,1,1
2009,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
2008,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0
2006,38,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
2007,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2007,54,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2009,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2006,24,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0
2008,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,108,2,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1
2009,45,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,64,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,25,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2009,13,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
2007,30,1,0,2,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1
2007,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2008,0,0,1,2,0,0,0,0,0,0,2,1,1,0,5,2,4,0,0,1,1
2008,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2008,11,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0
2007,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2006,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
2009,52,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2007,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,15,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0
2007,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2007,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2008,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2006,22,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,1,1,1,1
2009,11,2,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1
2006,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,83,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0
2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2008,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2007,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0
2009,87,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,21,0,3,0,0,0,0,0,0,1,0,2,0,0,1,2,1,0,1,1,1
2006,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,15,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,2,0,0,0,0
2009,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,8,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,5,0,0,1,1
2009,32,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2008,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
2009,16,2,1,0,0,0,0,0,0,0,0,3,0,0,1,0,5,0,0,1,1
2006,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0
2007,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,62,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0,0,0,0
2006,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2008,45,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1,2,2,4,0,0,0,1,2,0,0,0,0,0,3,6,1,0,4,1,1
2009,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2009,66,0,0,0,6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
2006,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,11,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
2007,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2006,10,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2008,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2008,0,0,1,0,1,0,0,0,0,1,0,5,0,0,0,0,1,2,0,1,1
2008,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,135,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,2,3,0,1,1
2006,55,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0
2006,57,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,27,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
2008,14,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1
2006,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,15,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0
2009,20,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2006,30,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2007,42,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,2,1,1,1
2007,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2009,31,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,145,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,56,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2007,40,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0
2007,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,24,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0
2006,14,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,0,2,0,0,0,0,0,0,1,0,0,2,1,0,1,3,3,0,1,1,1
2007,56,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,117,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0
2006,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2007,15,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,61,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2009,5,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,1,1
2007,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,33,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,2,0,0,1,1
2006,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2007,8,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,1,1
2009,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2009,15,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2007,39,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2009,9,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
2006,11,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1
2008,20,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
2009,52,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0
2009,1,0,0,3,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0
2009,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,0,1,4,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,1
2008,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,98,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0
2006,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
2009,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,49,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2009,20,2,0,0,0,1,1,3,0,0,0,0,0,0,2,0,1,0,1,1,1
2008,4,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0
2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
2009,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2007,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2009,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,12,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
2008,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2009,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
2006,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2006,48,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0
2009,9,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2009,2,1,2,0,0,0,0,0,1,1,1,1,1,0,13,0,8,5,0,1,1
2007,16,3,4,0,0,0,0,4,1,0,0,4,1,0,0,0,0,0,0,1,1
2009,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,31,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2006,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,5,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0
2008,23,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1
2007,0,2,0,0,2,1,0,0,2,0,1,0,0,0,1,0,0,1,0,1,1
2009,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,5,0,1,1,1
2006,11,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0
2008,62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
2009,45,1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0
2008,20,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
2007,38,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2009,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2008,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2008,56,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0
2009,44,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,1,1
2009,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,26,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,51,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1
2007,82,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,46,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0
2007,74,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
2009,33,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,62,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0
2008,81,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2006,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2006,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,112,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2007,33,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0
2007,53,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3,0,1,1
2009,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2008,73,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2008,0,2,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
2006,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2008,27,2,0,2,2,0,0,1,0,0,0,0,1,1,1,0,4,0,0,1,1
2009,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2008,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2007,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
2008,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,180,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0
2006,19,0,0,2,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2007,97,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2009,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0
2006,0,0,0,1,0,0,0,0,0,0,0,2,9,1,5,0,5,2,0,1,1
2008,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,86,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
2008,38,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
2006,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,64,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2008,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0
2008,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2007,20,0,2,0,0,0,0,0,0,3,0,0,2,1,0,0,4,0,0,1,1
2008,12,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0
2007,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,85,3,0,0,0,0,0,0,5,0,1,0,2,0,4,1,0,0,0,1,1
2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2006,53,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0
2009,0,0,1,0,0,0,0,0,1,0,0,8,2,0,5,5,4,0,0,1,1
2007,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,29,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2008,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2007,25,0,4,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,1
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2007,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,21,1,1,0,0,0,2,0,1,0,0,2,1,0,6,0,4,2,1,1,1
2008,95,0,1,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,21,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0
2007,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,25,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
2006,147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,11,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,0,0,0,0
2006,56,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0
2007,57,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0
2006,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
2007,46,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2007,27,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2006,28,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2009,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,0,0,0,0,1,0,0,0,1,2,3,1,0,0,1,1,0,0,1,1,1
2006,23,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0
2006,40,0,0,0,0,0,1,0,0,1,1,6,0,0,2,0,2,0,0,1,1
2009,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,8,1,0,1,0,0,1,0,0,0,0,5,3,0,2,0,0,0,0,1,1
2006,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2007,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,22,2,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1
2007,11,0,0,0,0,0,2,0,0,0,0,0,2,0,3,2,0,0,0,0,0
2009,52,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
2007,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,11,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
2007,9,1,0,0,0,3,1,0,1,0,4,0,0,0,0,1,0,0,1,1,1
2009,54,1,0,0,0,1,1,0,0,0,2,0,0,0,2,0,4,0,0,1,1
2006,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,49,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,1,1
2008,22,2,0,0,2,0,0,0,2,0,2,2,1,1,8,3,8,0,0,1,1
2009,41,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2009,10,4,1,0,1,0,0,0,3,0,1,1,1,0,0,1,4,0,2,1,1
2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,2,0,0
2006,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,2,2,0,3,1,1
2007,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
2009,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2008,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1
2006,3,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
2008,58,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
2007,74,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,36,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
2008,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2007,10,2,2,0,0,0,0,0,0,0,1,3,1,0,4,7,4,1,0,1,1
2006,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2008,32,0,0,0,0,1,0,0,0,0,0,2,0,0,3,1,1,0,0,0,0
2008,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0
